run_id,run_label,order_num,conveyor,replication
3,run_3_algorithm1_load_balance_smart_active_need_weighted_fixed,3,4,4
4,run_4_algorithm1_load_balance_smart_active_need_weighted_critical_first,7,1,4
4,run_4_algorithm1_load_balance_smart_active_need_weighted_critical_first,5,1,4
4,run_4_algorithm1_load_balance_smart_active_need_weighted_critical_first,1,1,4
4,run_4_algorithm1_load_balance_smart_active_need_weighted_critical_first,2,2,4
4,run_4_algorithm1_load_balance_smart_active_need_weighted_critical_first,11,2,4
4,run_4_algorithm1_load_balance_smart_active_need_weighted_critical_first,4,2,4
4,run_4_algorithm1_load_balance_smart_active_need_weighted_critical_first,9,3,4
4,run_4_algorithm1_load_balance_smart_active_need_weighted_critical_first,6,3,4
4,run_4_algorithm1_load_balance_smart_active_need_weighted_critical_first,10,3,4
4,run_4_algorithm1_load_balance_smart_active_need_weighted_critical_first,8,4,4
4,run_4_algorithm1_load_balance_smart_active_need_weighted_critical_first,3,4,4
5,run_5_algorithm1b_stratified_balance_smart_active_need_fixed,1,1,4
5,run_5_algorithm1b_stratified_balance_smart_active_need_fixed,3,1,4
5,run_5_algorithm1b_stratified_balance_smart_active_need_fixed,4,1,4
5,run_5_algorithm1b_stratified_balance_smart_active_need_fixed,10,1,4
5,run_5_algorithm1b_stratified_balance_smart_active_need_fixed,6,1,4
5,run_5_algorithm1b_stratified_balance_smart_active_need_fixed,5,2,4
5,run_5_algorithm1b_stratified_balance_smart_active_need_fixed,11,2,4
5,run_5_algorithm1b_stratified_balance_smart_active_need_fixed,8,2,4
5,run_5_algorithm1b_stratified_balance_smart_active_need_fixed,9,3,4
5,run_5_algorithm1b_stratified_balance_smart_active_need_fixed,2,3,4
5,run_5_algorithm1b_stratified_balance_smart_active_need_fixed,7,4,4
6,run_6_algorithm1b_stratified_balance_smart_active_need_critical_first,1,1,4
6,run_6_algorithm1b_stratified_balance_smart_active_need_critical_first,3,1,4
6,run_6_algorithm1b_stratified_balance_smart_active_need_critical_first,4,1,4
6,run_6_algorithm1b_stratified_balance_smart_active_need_critical_first,10,1,4
6,run_6_algorithm1b_stratified_balance_smart_active_need_critical_first,6,1,4
6,run_6_algorithm1b_stratified_balance_smart_active_need_critical_first,5,2,4
6,run_6_algorithm1b_stratified_balance_smart_active_need_critical_first,11,2,4
6,run_6_algorithm1b_stratified_balance_smart_active_need_critical_first,8,2,4
6,run_6_algorithm1b_stratified_balance_smart_active_need_critical_first,9,3,4
6,run_6_algorithm1b_stratified_balance_smart_active_need_critical_first,2,3,4
6,run_6_algorithm1b_stratified_balance_smart_active_need_critical_first,7,4,4
7,run_7_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,1,1,4
7,run_7_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,3,1,4
7,run_7_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,4,1,4
7,run_7_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,10,1,4
7,run_7_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,6,1,4
7,run_7_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,5,2,4
7,run_7_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,11,2,4
7,run_7_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,8,2,4
7,run_7_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,9,3,4
7,run_7_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,2,3,4
7,run_7_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,7,4,4
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,1,1,4
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,3,1,4
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,4,1,4
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,10,1,4
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,6,1,4
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,5,2,4
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,11,2,4
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,8,2,4
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,9,3,4
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,2,3,4
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,7,4,4
9,run_9_algorithm2_tote_overlap_smart_active_need_fixed,5,1,4
9,run_9_algorithm2_tote_overlap_smart_active_need_fixed,9,1,4
9,run_9_algorithm2_tote_overlap_smart_active_need_fixed,2,1,4
9,run_9_algorithm2_tote_overlap_smart_active_need_fixed,7,2,4
9,run_9_algorithm2_tote_overlap_smart_active_need_fixed,11,2,4
9,run_9_algorithm2_tote_overlap_smart_active_need_fixed,1,3,4
9,run_9_algorithm2_tote_overlap_smart_active_need_fixed,8,3,4
9,run_9_algorithm2_tote_overlap_smart_active_need_fixed,3,3,4
9,run_9_algorithm2_tote_overlap_smart_active_need_fixed,6,4,4
9,run_9_algorithm2_tote_overlap_smart_active_need_fixed,10,4,4
9,run_9_algorithm2_tote_overlap_smart_active_need_fixed,4,4,4
10,run_10_algorithm2_tote_overlap_smart_active_need_critical_first,5,1,4
10,run_10_algorithm2_tote_overlap_smart_active_need_critical_first,9,1,4
10,run_10_algorithm2_tote_overlap_smart_active_need_critical_first,2,1,4
10,run_10_algorithm2_tote_overlap_smart_active_need_critical_first,7,2,4
10,run_10_algorithm2_tote_overlap_smart_active_need_critical_first,11,2,4
10,run_10_algorithm2_tote_overlap_smart_active_need_critical_first,1,3,4
10,run_10_algorithm2_tote_overlap_smart_active_need_critical_first,8,3,4
10,run_10_algorithm2_tote_overlap_smart_active_need_critical_first,3,3,4
10,run_10_algorithm2_tote_overlap_smart_active_need_critical_first,6,4,4
10,run_10_algorithm2_tote_overlap_smart_active_need_critical_first,10,4,4
10,run_10_algorithm2_tote_overlap_smart_active_need_critical_first,4,4,4
11,run_11_algorithm2_tote_overlap_smart_active_need_weighted_fixed,5,1,4
11,run_11_algorithm2_tote_overlap_smart_active_need_weighted_fixed,9,1,4
11,run_11_algorithm2_tote_overlap_smart_active_need_weighted_fixed,2,1,4
11,run_11_algorithm2_tote_overlap_smart_active_need_weighted_fixed,7,2,4
11,run_11_algorithm2_tote_overlap_smart_active_need_weighted_fixed,11,2,4
11,run_11_algorithm2_tote_overlap_smart_active_need_weighted_fixed,1,3,4
11,run_11_algorithm2_tote_overlap_smart_active_need_weighted_fixed,8,3,4
11,run_11_algorithm2_tote_overlap_smart_active_need_weighted_fixed,3,3,4
11,run_11_algorithm2_tote_overlap_smart_active_need_weighted_fixed,6,4,4
11,run_11_algorithm2_tote_overlap_smart_active_need_weighted_fixed,10,4,4
11,run_11_algorithm2_tote_overlap_smart_active_need_weighted_fixed,4,4,4
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,5,1,4
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,9,1,4
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,2,1,4
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,7,2,4
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,11,2,4
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,1,3,4
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,8,3,4
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,3,3,4
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,6,4,4
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,10,4,4
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,4,4,4
13,run_13_algorithm3_itemtype_overlap_smart_active_need_fixed,2,1,4
13,run_13_algorithm3_itemtype_overlap_smart_active_need_fixed,11,1,4
13,run_13_algorithm3_itemtype_overlap_smart_active_need_fixed,4,1,4
13,run_13_algorithm3_itemtype_overlap_smart_active_need_fixed,9,2,4
13,run_13_algorithm3_itemtype_overlap_smart_active_need_fixed,5,2,4
13,run_13_algorithm3_itemtype_overlap_smart_active_need_fixed,10,2,4
13,run_13_algorithm3_itemtype_overlap_smart_active_need_fixed,7,3,4
13,run_13_algorithm3_itemtype_overlap_smart_active_need_fixed,1,3,4
13,run_13_algorithm3_itemtype_overlap_smart_active_need_fixed,8,4,4
13,run_13_algorithm3_itemtype_overlap_smart_active_need_fixed,3,4,4
13,run_13_algorithm3_itemtype_overlap_smart_active_need_fixed,6,4,4
14,run_14_algorithm3_itemtype_overlap_smart_active_need_critical_first,2,1,4
14,run_14_algorithm3_itemtype_overlap_smart_active_need_critical_first,11,1,4
14,run_14_algorithm3_itemtype_overlap_smart_active_need_critical_first,4,1,4
14,run_14_algorithm3_itemtype_overlap_smart_active_need_critical_first,9,2,4
14,run_14_algorithm3_itemtype_overlap_smart_active_need_critical_first,5,2,4
14,run_14_algorithm3_itemtype_overlap_smart_active_need_critical_first,10,2,4
14,run_14_algorithm3_itemtype_overlap_smart_active_need_critical_first,7,3,4
14,run_14_algorithm3_itemtype_overlap_smart_active_need_critical_first,1,3,4
14,run_14_algorithm3_itemtype_overlap_smart_active_need_critical_first,8,4,4
14,run_14_algorithm3_itemtype_overlap_smart_active_need_critical_first,3,4,4
14,run_14_algorithm3_itemtype_overlap_smart_active_need_critical_first,6,4,4
15,run_15_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,2,1,4
15,run_15_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,11,1,4
15,run_15_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,4,1,4
15,run_15_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,9,2,4
15,run_15_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,5,2,4
15,run_15_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,10,2,4
15,run_15_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,7,3,4
15,run_15_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,1,3,4
15,run_15_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,8,4,4
15,run_15_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,3,4,4
15,run_15_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,6,4,4
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,2,1,4
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,11,1,4
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,4,1,4
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,9,2,4
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,5,2,4
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,10,2,4
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,7,3,4
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,1,3,4
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,8,4,4
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,3,4,4
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,6,4,4
17,run_17_algorithm4_combined_overlap_smart_active_need_fixed,5,1,4
17,run_17_algorithm4_combined_overlap_smart_active_need_fixed,9,1,4
17,run_17_algorithm4_combined_overlap_smart_active_need_fixed,2,1,4
17,run_17_algorithm4_combined_overlap_smart_active_need_fixed,7,2,4
17,run_17_algorithm4_combined_overlap_smart_active_need_fixed,11,2,4
17,run_17_algorithm4_combined_overlap_smart_active_need_fixed,1,3,4
17,run_17_algorithm4_combined_overlap_smart_active_need_fixed,8,3,4
17,run_17_algorithm4_combined_overlap_smart_active_need_fixed,3,3,4
17,run_17_algorithm4_combined_overlap_smart_active_need_fixed,6,4,4
17,run_17_algorithm4_combined_overlap_smart_active_need_fixed,10,4,4
17,run_17_algorithm4_combined_overlap_smart_active_need_fixed,4,4,4
18,run_18_algorithm4_combined_overlap_smart_active_need_critical_first,5,1,4
18,run_18_algorithm4_combined_overlap_smart_active_need_critical_first,9,1,4
18,run_18_algorithm4_combined_overlap_smart_active_need_critical_first,2,1,4
18,run_18_algorithm4_combined_overlap_smart_active_need_critical_first,7,2,4
18,run_18_algorithm4_combined_overlap_smart_active_need_critical_first,11,2,4
18,run_18_algorithm4_combined_overlap_smart_active_need_critical_first,1,3,4
18,run_18_algorithm4_combined_overlap_smart_active_need_critical_first,8,3,4
18,run_18_algorithm4_combined_overlap_smart_active_need_critical_first,3,3,4
18,run_18_algorithm4_combined_overlap_smart_active_need_critical_first,6,4,4
18,run_18_algorithm4_combined_overlap_smart_active_need_critical_first,10,4,4
18,run_18_algorithm4_combined_overlap_smart_active_need_critical_first,4,4,4
19,run_19_algorithm4_combined_overlap_smart_active_need_weighted_fixed,5,1,4
19,run_19_algorithm4_combined_overlap_smart_active_need_weighted_fixed,9,1,4
19,run_19_algorithm4_combined_overlap_smart_active_need_weighted_fixed,2,1,4
19,run_19_algorithm4_combined_overlap_smart_active_need_weighted_fixed,7,2,4
19,run_19_algorithm4_combined_overlap_smart_active_need_weighted_fixed,11,2,4
19,run_19_algorithm4_combined_overlap_smart_active_need_weighted_fixed,1,3,4
19,run_19_algorithm4_combined_overlap_smart_active_need_weighted_fixed,8,3,4
19,run_19_algorithm4_combined_overlap_smart_active_need_weighted_fixed,3,3,4
19,run_19_algorithm4_combined_overlap_smart_active_need_weighted_fixed,6,4,4
19,run_19_algorithm4_combined_overlap_smart_active_need_weighted_fixed,10,4,4
19,run_19_algorithm4_combined_overlap_smart_active_need_weighted_fixed,4,4,4
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,5,1,4
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,9,1,4
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,2,1,4
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,7,2,4
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,11,2,4
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,1,3,4
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,8,3,4
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,3,3,4
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,6,4,4
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,10,4,4
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,4,4,4
1,run_1_fifo_all_fifo_fixed,1,1,5
1,run_1_fifo_all_fifo_fixed,2,2,5
1,run_1_fifo_all_fifo_fixed,3,3,5
1,run_1_fifo_all_fifo_fixed,4,4,5
1,run_1_fifo_all_fifo_fixed,5,1,5
1,run_1_fifo_all_fifo_fixed,6,2,5
1,run_1_fifo_all_fifo_fixed,7,3,5
1,run_1_fifo_all_fifo_fixed,8,4,5
1,run_1_fifo_all_fifo_fixed,9,1,5
1,run_1_fifo_all_fifo_fixed,10,2,5
1,run_1_fifo_all_fifo_fixed,11,3,5
2,run_2_algorithm1_load_balance_smart_active_need_fixed,8,1,5
2,run_2_algorithm1_load_balance_smart_active_need_fixed,7,1,5
2,run_2_algorithm1_load_balance_smart_active_need_fixed,11,1,5
2,run_2_algorithm1_load_balance_smart_active_need_fixed,9,2,5
2,run_2_algorithm1_load_balance_smart_active_need_fixed,4,2,5
2,run_2_algorithm1_load_balance_smart_active_need_fixed,3,2,5
2,run_2_algorithm1_load_balance_smart_active_need_fixed,10,3,5
2,run_2_algorithm1_load_balance_smart_active_need_fixed,2,3,5
2,run_2_algorithm1_load_balance_smart_active_need_fixed,6,3,5
2,run_2_algorithm1_load_balance_smart_active_need_fixed,1,4,5
2,run_2_algorithm1_load_balance_smart_active_need_fixed,5,4,5
3,run_3_algorithm1_load_balance_smart_active_need_critical_first,8,1,5
3,run_3_algorithm1_load_balance_smart_active_need_critical_first,7,1,5
3,run_3_algorithm1_load_balance_smart_active_need_critical_first,11,1,5
3,run_3_algorithm1_load_balance_smart_active_need_critical_first,9,2,5
3,run_3_algorithm1_load_balance_smart_active_need_critical_first,4,2,5
3,run_3_algorithm1_load_balance_smart_active_need_critical_first,3,2,5
3,run_3_algorithm1_load_balance_smart_active_need_critical_first,10,3,5
3,run_3_algorithm1_load_balance_smart_active_need_critical_first,2,3,5
3,run_3_algorithm1_load_balance_smart_active_need_critical_first,6,3,5
3,run_3_algorithm1_load_balance_smart_active_need_critical_first,1,4,5
3,run_3_algorithm1_load_balance_smart_active_need_critical_first,5,4,5
4,run_4_algorithm1_load_balance_smart_active_need_weighted_fixed,8,1,5
4,run_4_algorithm1_load_balance_smart_active_need_weighted_fixed,7,1,5
4,run_4_algorithm1_load_balance_smart_active_need_weighted_fixed,11,1,5
4,run_4_algorithm1_load_balance_smart_active_need_weighted_fixed,9,2,5
4,run_4_algorithm1_load_balance_smart_active_need_weighted_fixed,4,2,5
4,run_4_algorithm1_load_balance_smart_active_need_weighted_fixed,3,2,5
4,run_4_algorithm1_load_balance_smart_active_need_weighted_fixed,10,3,5
4,run_4_algorithm1_load_balance_smart_active_need_weighted_fixed,2,3,5
4,run_4_algorithm1_load_balance_smart_active_need_weighted_fixed,6,3,5
4,run_4_algorithm1_load_balance_smart_active_need_weighted_fixed,1,4,5
4,run_4_algorithm1_load_balance_smart_active_need_weighted_fixed,5,4,5
5,run_5_algorithm1_load_balance_smart_active_need_weighted_critical_first,8,1,5
5,run_5_algorithm1_load_balance_smart_active_need_weighted_critical_first,7,1,5
5,run_5_algorithm1_load_balance_smart_active_need_weighted_critical_first,11,1,5
5,run_5_algorithm1_load_balance_smart_active_need_weighted_critical_first,9,2,5
5,run_5_algorithm1_load_balance_smart_active_need_weighted_critical_first,4,2,5
5,run_5_algorithm1_load_balance_smart_active_need_weighted_critical_first,3,2,5
5,run_5_algorithm1_load_balance_smart_active_need_weighted_critical_first,10,3,5
5,run_5_algorithm1_load_balance_smart_active_need_weighted_critical_first,2,3,5
5,run_5_algorithm1_load_balance_smart_active_need_weighted_critical_first,6,3,5
5,run_5_algorithm1_load_balance_smart_active_need_weighted_critical_first,1,4,5
5,run_5_algorithm1_load_balance_smart_active_need_weighted_critical_first,5,4,5
6,run_6_algorithm1b_stratified_balance_smart_active_need_fixed,3,1,5
6,run_6_algorithm1b_stratified_balance_smart_active_need_fixed,6,1,5
6,run_6_algorithm1b_stratified_balance_smart_active_need_fixed,2,1,5
6,run_6_algorithm1b_stratified_balance_smart_active_need_fixed,5,1,5
6,run_6_algorithm1b_stratified_balance_smart_active_need_fixed,11,2,5
6,run_6_algorithm1b_stratified_balance_smart_active_need_fixed,4,2,5
6,run_6_algorithm1b_stratified_balance_smart_active_need_fixed,1,2,5
6,run_6_algorithm1b_stratified_balance_smart_active_need_fixed,7,3,5
6,run_6_algorithm1b_stratified_balance_smart_active_need_fixed,10,3,5
6,run_6_algorithm1b_stratified_balance_smart_active_need_fixed,8,4,5
6,run_6_algorithm1b_stratified_balance_smart_active_need_fixed,9,4,5
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,3,1,5
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,6,1,5
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,2,1,5
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,5,1,5
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,11,2,5
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,4,2,5
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,1,2,5
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,7,3,5
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,10,3,5
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,8,4,5
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,9,4,5
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,3,1,5
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,6,1,5
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,2,1,5
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,5,1,5
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,11,2,5
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,4,2,5
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,1,2,5
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,7,3,5
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,10,3,5
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,8,4,5
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,9,4,5
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,3,1,5
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,6,1,5
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,2,1,5
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,5,1,5
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,11,2,5
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,4,2,5
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,1,2,5
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,7,3,5
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,10,3,5
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,8,4,5
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,9,4,5
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,8,1,5
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,9,1,5
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,4,1,5
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,10,2,5
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,7,2,5
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,6,2,5
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,1,3,5
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,5,3,5
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,3,3,5
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,2,4,5
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,11,4,5
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,8,1,5
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,9,1,5
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,4,1,5
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,10,2,5
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,7,2,5
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,6,2,5
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,1,3,5
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,5,3,5
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,3,3,5
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,2,4,5
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,11,4,5
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,8,1,5
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,9,1,5
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,4,1,5
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,10,2,5
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,7,2,5
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,6,2,5
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,1,3,5
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,5,3,5
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,3,3,5
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,2,4,5
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,11,4,5
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,8,1,5
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,9,1,5
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,4,1,5
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,10,2,5
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,7,2,5
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,6,2,5
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,1,3,5
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,5,3,5
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,3,3,5
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,2,4,5
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,11,4,5
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,9,1,5
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,7,1,5
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,3,1,5
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,10,2,5
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,5,2,5
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,4,2,5
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,8,3,5
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,1,3,5
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,11,4,5
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,2,4,5
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,6,4,5
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,9,1,5
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,7,1,5
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,3,1,5
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,10,2,5
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,5,2,5
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,4,2,5
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,8,3,5
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,1,3,5
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,11,4,5
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,2,4,5
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,6,4,5
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,9,1,5
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,7,1,5
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,3,1,5
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,10,2,5
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,5,2,5
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,4,2,5
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,8,3,5
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,1,3,5
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,11,4,5
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,2,4,5
