run_id,run_label,order_sequencing,tote_sequencing,item_sequencing,total_time,avg_order_time,num_orders,total_orders_expected,all_orders_completed,flawed_run,tote_sequence,item_sequence,item_sequence_length,replication
21,run_21_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,algorithm4_combined_overlap,smart_active_need_weighted,critical_first,348.75,250.5681818181818,11,11,True,False,"[1, 13, 4, 10, 0, 9, 5, 6, 12, 7, 3]","[2, 6, 6, 6, 5, 5, 0, 0, 4, 4, 0, 0, 0, 5, 5, 5, 2, 4, 4, 4, 3, 3, 5, 5, 5, 2, 2, 2, 1, 1, 1, 3, 3, 1, 1, 1, 2, 2, 2, 0, 6, 6, 2, 2, 6, 1, 3, 4, 4, 4, 4, 5, 5, 5, 5, 5]",56,5
1,run_1_fifo_all_fifo_fixed,fifo_all,fifo,fixed,213.75,135.6818181818182,11,11,True,False,"[2, 3, 5, 6, 7, 8, 9, 10, 13]","[6, 3, 3, 3, 6, 6, 6, 2, 2, 0, 0, 0, 0, 5, 5, 5, 0, 0, 1, 1, 2, 2, 3, 3, 3, 0, 0, 4, 2, 2, 0, 5, 5, 5, 3, 1, 1, 2, 2, 2, 1, 1, 6, 4, 4, 6, 6]",47,6
2,run_2_algorithm1_load_balance_smart_active_need_fixed,algorithm1_load_balance,smart_active_need,fixed,135.0,87.1875,4,11,False,True,"[6, 2, 8, 3]","[3, 3, 3, 0, 0, 4, 2, 2, 6, 3, 3, 3, 6, 6, 6, 2, 2, 0, 0, 5, 5, 5, 3, 1, 1, 2, 2, 2, 0, 0, 5, 5, 5, 0, 0]",35,6
3,run_3_algorithm1_load_balance_smart_active_need_critical_first,algorithm1_load_balance,smart_active_need,critical_first,326.25,196.3636363636364,11,11,True,False,"[6, 2, 8, 3, 5, 9, 10, 13, 7]","[3, 3, 3, 0, 0, 4, 2, 2, 6, 3, 3, 3, 6, 6, 6, 2, 2, 0, 0, 2, 2, 2, 5, 5, 5, 3, 1, 1, 0, 0, 0, 0, 1, 1, 5, 5, 5, 2, 2, 1, 1, 6, 4, 4, 6, 6, 0]",47,6
4,run_4_algorithm1_load_balance_smart_active_need_weighted_fixed,algorithm1_load_balance,smart_active_need_weighted,fixed,472.5,341.9318181818182,11,11,True,False,"[3, 6, 8, 2, 9, 5, 10, 7, 13]","[0, 0, 5, 5, 5, 0, 0, 1, 1, 3, 3, 3, 0, 0, 4, 2, 2, 5, 5, 5, 3, 1, 1, 2, 2, 2, 6, 3, 3, 3, 6, 6, 6, 2, 2, 0, 0, 1, 1, 6, 2, 2, 4, 4, 0, 6, 6]",47,6
5,run_5_algorithm1_load_balance_smart_active_need_weighted_critical_first,algorithm1_load_balance,smart_active_need_weighted,critical_first,375.0,264.54545454545456,11,11,True,False,"[3, 6, 8, 2, 9, 5, 10, 7, 13]","[0, 0, 0, 0, 1, 1, 5, 5, 5, 3, 3, 3, 0, 0, 4, 2, 2, 2, 2, 2, 5, 5, 5, 3, 1, 1, 6, 3, 3, 3, 6, 6, 6, 2, 2, 0, 0, 1, 1, 6, 2, 2, 4, 4, 0, 6, 6]",47,6
6,run_6_algorithm1b_stratified_balance_smart_active_need_fixed,algorithm1b_stratified_balance,smart_active_need,fixed,123.75,73.75,3,11,False,True,"[6, 8, 2]","[3, 3, 3, 0, 0, 4, 2, 2, 5, 5, 5, 3, 1, 1, 2, 2, 2, 6, 3, 3, 3, 6, 6, 6, 2, 2]",26,6
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,algorithm1b_stratified_balance,smart_active_need,critical_first,150.0,82.5,3,11,False,True,"[6, 8, 2]","[3, 3, 3, 0, 0, 4, 2, 2, 5, 5, 5, 3, 1, 1, 2, 2, 2, 0, 0, 6, 3, 3, 3, 6, 6, 6, 2, 2]",28,6
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,algorithm1b_stratified_balance,smart_active_need_weighted,fixed,123.75,73.75,3,11,False,True,"[6, 8, 2]","[3, 3, 3, 0, 0, 4, 2, 2, 5, 5, 5, 3, 1, 1, 2, 2, 2, 6, 3, 3, 3, 6, 6, 6, 2, 2]",26,6
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,algorithm1b_stratified_balance,smart_active_need_weighted,critical_first,150.0,82.5,3,11,False,True,"[6, 8, 2]","[3, 3, 3, 0, 0, 4, 2, 2, 5, 5, 5, 3, 1, 1, 2, 2, 2, 0, 0, 6, 3, 3, 3, 6, 6, 6, 2, 2]",28,6
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,algorithm2_tote_overlap,smart_active_need,fixed,240.0,160.22727272727272,11,11,True,False,"[3, 2, 8, 9, 6, 5, 10, 13, 7]","[0, 0, 5, 5, 5, 0, 0, 1, 1, 6, 3, 3, 3, 6, 6, 6, 2, 2, 0, 0, 5, 5, 5, 3, 1, 1, 2, 2, 2, 1, 1, 6, 3, 3, 3, 0, 0, 4, 2, 2, 2, 2, 4, 4, 6, 6, 0]",47,6
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,algorithm2_tote_overlap,smart_active_need,critical_first,225.0,145.9090909090909,11,11,True,False,"[3, 2, 8, 9, 6, 5, 10, 13, 7]","[0, 0, 0, 0, 1, 1, 5, 5, 5, 6, 6, 6, 6, 3, 3, 3, 2, 2, 0, 0, 2, 2, 2, 1, 1, 5, 5, 5, 3, 6, 1, 1, 2, 2, 3, 3, 3, 0, 0, 4, 2, 2, 4, 4, 6, 6, 0]",47,6
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,algorithm2_tote_overlap,smart_active_need_weighted,fixed,243.75,160.9090909090909,11,11,True,False,"[3, 2, 8, 9, 6, 10, 13, 5, 7]","[0, 0, 5, 5, 5, 0, 0, 1, 1, 6, 3, 3, 3, 6, 6, 6, 2, 2, 0, 0, 5, 5, 5, 3, 1, 1, 2, 2, 2, 1, 1, 6, 3, 3, 3, 0, 0, 4, 2, 2, 4, 4, 6, 6, 2, 2, 0]",47,6
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,algorithm2_tote_overlap,smart_active_need_weighted,critical_first,142.5,92.25,5,11,False,True,"[3, 2, 8, 6]","[0, 0, 0, 0, 1, 1, 5, 5, 5, 6, 6, 6, 6, 3, 3, 3, 2, 2, 0, 0, 2, 2, 2, 1, 1, 5, 5, 5, 3, 2, 2, 3, 3, 3, 0, 0, 4]",37,6
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,algorithm3_itemtype_overlap,smart_active_need,fixed,33.75,33.75,1,11,False,True,"[6, 3, 8]","[3, 3, 3, 0, 0, 4, 2, 2, 0, 0, 5, 5, 5, 0, 0, 1, 1, 5, 5, 5]",20,6
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,algorithm3_itemtype_overlap,smart_active_need,critical_first,86.25,60.0,2,11,False,True,"[6, 3, 8]","[3, 3, 3, 0, 0, 4, 2, 2, 0, 0, 0, 0, 1, 1, 5, 5, 5, 2, 2, 2, 1, 1, 5, 5, 5]",25,6
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,algorithm3_itemtype_overlap,smart_active_need_weighted,fixed,105.0,105.0,1,11,False,True,"[3, 6, 8]","[0, 0, 5, 5, 5, 0, 0, 1, 1, 3, 3, 3, 0, 0, 4, 2, 2, 5, 5, 5]",20,6
17,run_17_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,algorithm3_itemtype_overlap,smart_active_need_weighted,critical_first,142.5,118.125,2,11,False,True,"[3, 6, 8]","[0, 0, 0, 0, 1, 1, 5, 5, 5, 3, 3, 3, 0, 0, 4, 2, 2, 2, 2, 2, 1, 1, 5, 5, 5]",25,6
18,run_18_algorithm4_combined_overlap_smart_active_need_fixed,algorithm4_combined_overlap,smart_active_need,fixed,48.75,48.75,1,11,False,True,"[3, 2]","[0, 0, 5, 5, 5, 0, 0, 1, 1, 6, 3, 3, 3, 6, 6, 6, 2, 2]",18,6
19,run_19_algorithm4_combined_overlap_smart_active_need_critical_first,algorithm4_combined_overlap,smart_active_need,critical_first,48.75,48.75,1,11,False,True,"[3, 2]","[5, 5, 5, 0, 0, 0, 0, 1, 1, 6, 6, 6, 6, 0, 0, 3, 3, 3, 2, 2]",20,6
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_fixed,algorithm4_combined_overlap,smart_active_need_weighted,fixed,48.75,48.75,1,11,False,True,"[3, 2]","[0, 0, 5, 5, 5, 0, 0, 1, 1, 6, 3, 3, 3, 6, 6, 6, 2, 2]",18,6
21,run_21_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,algorithm4_combined_overlap,smart_active_need_weighted,critical_first,48.75,48.75,1,11,False,True,"[3, 2]","[5, 5, 5, 0, 0, 0, 0, 1, 1, 6, 6, 6, 6, 0, 0, 3, 3, 3, 2, 2]",20,6
1,run_1_fifo_all_fifo_fixed,fifo_all,fifo,fixed,378.75,230.79545454545453,11,11,True,False,"[0, 2, 3, 5, 6, 7, 9, 12, 13]","[3, 3, 6, 6, 0, 0, 0, 2, 6, 5, 5, 6, 6, 3, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 1, 1, 5, 2, 6, 6, 6, 4, 4, 4, 3, 3, 2]",37,7
2,run_2_algorithm1_load_balance_smart_active_need_fixed,algorithm1_load_balance,smart_active_need,fixed,198.75,111.5625,4,11,False,True,"[6, 3, 12, 13, 7, 9]","[5, 5, 6, 6, 3, 1, 1, 1, 6, 6, 0, 0, 0, 2, 5, 2, 6, 6, 6, 4, 4, 4, 3, 3, 2, 1, 1, 1, 1, 2, 3, 3, 1]",33,7
3,run_3_algorithm1_load_balance_smart_active_need_critical_first,algorithm1_load_balance,smart_active_need,critical_first,198.75,109.6875,4,11,False,True,"[6, 3, 12, 13, 7, 9]","[5, 5, 6, 6, 1, 1, 1, 3, 6, 6, 0, 0, 0, 2, 5, 2, 6, 6, 6, 4, 4, 4, 3, 3, 2, 1, 1, 1, 1, 2, 3, 3, 1]",33,7
4,run_4_algorithm1_load_balance_smart_active_need_weighted_fixed,algorithm1_load_balance,smart_active_need_weighted,fixed,131.25,87.1875,4,11,False,True,"[3, 6, 13, 12, 9, 7]","[6, 6, 0, 0, 0, 2, 5, 5, 6, 6, 3, 1, 1, 1, 4, 4, 4, 3, 3, 2, 5, 2, 6, 6, 6, 3, 3, 1, 1, 1, 1, 1]",32,7
5,run_5_algorithm1_load_balance_smart_active_need_weighted_critical_first,algorithm1_load_balance,smart_active_need_weighted,critical_first,127.5,86.25,4,11,False,True,"[3, 6, 13, 12, 9, 7]","[6, 6, 0, 0, 0, 2, 5, 5, 6, 6, 1, 1, 1, 3, 4, 4, 4, 3, 3, 2, 5, 2, 6, 6, 6, 3, 3, 1, 1, 1, 1, 1]",32,7
6,run_6_algorithm1b_stratified_balance_smart_active_need_fixed,algorithm1b_stratified_balance,smart_active_need,fixed,247.5,160.9090909090909,11,11,True,False,"[12, 6, 3, 7, 9, 0, 13, 2, 5]","[5, 2, 6, 6, 6, 5, 5, 6, 6, 3, 1, 1, 1, 6, 6, 0, 0, 0, 2, 1, 1, 1, 1, 2, 3, 3, 1, 1, 3, 4, 4, 4, 3, 3, 2, 3, 6]",37,7
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,algorithm1b_stratified_balance,smart_active_need,critical_first,232.5,147.27272727272728,11,11,True,False,"[12, 6, 3, 7, 9, 0, 13, 2, 5]","[5, 2, 6, 6, 6, 3, 1, 1, 1, 5, 5, 6, 6, 6, 6, 0, 0, 0, 2, 1, 1, 1, 1, 2, 3, 3, 1, 1, 3, 4, 4, 4, 3, 3, 2, 3, 6]",37,7
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,algorithm1b_stratified_balance,smart_active_need_weighted,fixed,532.5,281.59090909090907,11,11,True,False,"[7, 6, 9, 13, 12, 3, 5, 0, 2]","[1, 1, 1, 1, 2, 5, 5, 6, 6, 3, 1, 1, 1, 3, 3, 1, 1, 4, 4, 4, 3, 3, 2, 5, 2, 6, 6, 6, 6, 6, 0, 0, 0, 2, 6, 3, 3]",37,7
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,algorithm1b_stratified_balance,smart_active_need_weighted,critical_first,517.5,267.95454545454544,11,11,True,False,"[7, 6, 9, 13, 12, 3, 5, 0, 2]","[1, 1, 1, 1, 2, 3, 1, 1, 1, 5, 5, 6, 6, 3, 3, 1, 1, 4, 4, 4, 3, 3, 2, 5, 2, 6, 6, 6, 6, 6, 0, 0, 0, 2, 6, 3, 3]",37,7
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,algorithm2_tote_overlap,smart_active_need,fixed,67.5,52.5,2,11,False,True,"[6, 13, 7, 9]","[5, 5, 6, 6, 3, 1, 1, 1, 4, 4, 4, 3, 3, 2, 1, 1, 1, 1, 2, 3, 3]",21,7
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,algorithm2_tote_overlap,smart_active_need,critical_first,240.0,152.72727272727272,11,11,True,False,"[6, 7, 13, 0, 9, 2, 12, 5, 3]","[3, 5, 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 2, 4, 4, 4, 3, 3, 2, 3, 1, 1, 3, 3, 3, 5, 2, 6, 6, 6, 6, 6, 6, 0, 0, 0, 2]",37,7
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,algorithm2_tote_overlap,smart_active_need_weighted,fixed,157.5,88.29545454545455,11,11,True,False,"[6, 2, 0, 7, 13, 9, 5, 12, 3]","[5, 5, 6, 6, 3, 1, 1, 1, 3, 3, 1, 1, 1, 1, 2, 4, 4, 4, 3, 3, 2, 3, 3, 1, 1, 6, 5, 2, 6, 6, 6, 6, 6, 0, 0, 0, 2]",37,7
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,algorithm2_tote_overlap,smart_active_need_weighted,critical_first,168.75,99.88636363636364,11,11,True,False,"[6, 7, 2, 0, 13, 9, 5, 12, 3]","[3, 5, 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 4, 4, 4, 3, 3, 2, 3, 3, 1, 1, 6, 5, 2, 6, 6, 6, 6, 6, 0, 0, 0, 2]",37,7
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,algorithm3_itemtype_overlap,smart_active_need,fixed,165.0,117.27272727272728,11,11,True,False,"[6, 12, 7, 0, 3, 2, 13, 5, 9]","[5, 5, 6, 6, 3, 1, 1, 1, 5, 2, 6, 6, 6, 1, 1, 1, 1, 2, 3, 6, 6, 0, 0, 0, 2, 3, 4, 4, 4, 3, 3, 2, 6, 3, 3, 1, 1]",37,7
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,algorithm3_itemtype_overlap,smart_active_need,critical_first,198.75,119.3181818181818,11,11,True,False,"[6, 12, 7, 0, 2, 3, 13, 9, 5]","[1, 1, 1, 5, 5, 6, 6, 3, 5, 2, 6, 6, 6, 1, 1, 1, 1, 2, 3, 3, 6, 6, 0, 0, 0, 2, 3, 3, 2, 4, 4, 4, 1, 1, 3, 3, 6]",37,7
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,algorithm3_itemtype_overlap,smart_active_need_weighted,fixed,168.75,117.61363636363636,11,11,True,False,"[6, 12, 0, 2, 3, 7, 13, 5, 9]","[5, 5, 6, 6, 3, 1, 1, 1, 5, 2, 6, 6, 6, 3, 3, 6, 6, 0, 0, 0, 2, 1, 1, 1, 1, 2, 4, 4, 4, 3, 3, 2, 6, 3, 3, 1, 1]",37,7
17,run_17_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,algorithm3_itemtype_overlap,smart_active_need_weighted,critical_first,168.75,116.9318181818182,11,11,True,False,"[6, 12, 0, 2, 3, 7, 13, 5, 9]","[1, 1, 1, 5, 5, 6, 6, 3, 5, 2, 6, 6, 6, 3, 3, 6, 6, 0, 0, 0, 2, 1, 1, 1, 1, 2, 4, 4, 4, 3, 3, 2, 6, 3, 3, 1, 1]",37,7
18,run_18_algorithm4_combined_overlap_smart_active_need_fixed,algorithm4_combined_overlap,smart_active_need,fixed,315.0,195.6818181818182,11,11,True,False,"[6, 7, 13, 3, 9, 0, 2, 12, 5]","[5, 5, 6, 6, 3, 1, 1, 1, 1, 1, 1, 1, 2, 4, 4, 4, 3, 3, 2, 6, 6, 0, 0, 0, 2, 3, 3, 1, 1, 3, 3, 5, 2, 6, 6, 6, 6]",37,7
19,run_19_algorithm4_combined_overlap_smart_active_need_critical_first,algorithm4_combined_overlap,smart_active_need,critical_first,270.0,168.0681818181818,11,11,True,False,"[6, 7, 13, 3, 9, 0, 2, 5, 12]","[3, 5, 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 2, 4, 4, 4, 3, 3, 2, 6, 6, 0, 0, 0, 2, 1, 1, 3, 3, 3, 3, 6, 5, 2, 6, 6, 6]",37,7
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_fixed,algorithm4_combined_overlap,smart_active_need_weighted,fixed,161.25,100.5681818181818,11,11,True,False,"[6, 2, 7, 13, 5, 0, 3, 9, 12]","[5, 5, 6, 6, 3, 1, 1, 1, 3, 1, 1, 1, 1, 2, 4, 4, 4, 3, 3, 2, 6, 3, 6, 6, 0, 0, 0, 2, 3, 3, 1, 1, 5, 2, 6, 6, 6]",37,7
21,run_21_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,algorithm4_combined_overlap,smart_active_need_weighted,critical_first,183.75,119.3181818181818,11,11,True,False,"[6, 13, 2, 7, 3, 5, 0, 9, 12]","[3, 5, 5, 6, 6, 1, 1, 1, 4, 4, 4, 3, 3, 2, 3, 1, 1, 1, 1, 2, 6, 6, 0, 0, 0, 2, 6, 3, 1, 1, 3, 3, 5, 2, 6, 6, 6]",37,7
1,run_1_algorithm1_load_balance_smart_active_need_fixed,algorithm1_load_balance,smart_active_need,fixed,172.5,118.29545454545456,11,11,True,False,"[2, 1, 12, 7, 3, 9, 11, 8, 13]","[3, 3, 0, 0, 0, 4, 4, 2, 5, 5, 5, 1, 1, 2, 1, 6, 6, 6, 5, 5, 5, 3, 3, 5, 1, 4, 4, 5, 5, 6, 4, 4, 2, 5, 0, 0, 0]",37,8
2,run_2_algorithm1_load_balance_smart_active_need_critical_first,algorithm1_load_balance,smart_active_need,critical_first,172.5,117.95454545454544,11,11,True,False,"[2, 1, 12, 7, 3, 9, 11, 8, 13]","[3, 3, 0, 0, 0, 4, 4, 2, 5, 5, 5, 1, 1, 1, 6, 6, 6, 2, 5, 5, 5, 3, 3, 5, 4, 4, 1, 5, 5, 6, 4, 4, 2, 5, 0, 0, 0]",37,8
3,run_3_algorithm1_load_balance_smart_active_need_weighted_fixed,algorithm1_load_balance,smart_active_need_weighted,fixed,202.5,125.79545454545456,11,11,True,False,"[2, 1, 12, 3, 11, 9, 7, 13, 8]","[3, 3, 0, 0, 0, 4, 4, 2, 5, 5, 5, 1, 1, 2, 1, 6, 6, 6, 5, 5, 5, 1, 4, 4, 5, 0, 5, 5, 6, 4, 4, 2, 3, 3, 5, 0, 0]",37,8
4,run_4_algorithm1_load_balance_smart_active_need_weighted_critical_first,algorithm1_load_balance,smart_active_need_weighted,critical_first,202.5,125.11363636363636,11,11,True,False,"[2, 1, 12, 3, 11, 9, 7, 13, 8]","[3, 3, 0, 0, 0, 4, 4, 2, 5, 5, 5, 1, 1, 1, 6, 6, 6, 2, 5, 5, 5, 4, 4, 1, 5, 0, 5, 5, 6, 4, 4, 2, 3, 3, 5, 0, 0]",37,8
5,run_5_algorithm1b_stratified_balance_smart_active_need_fixed,algorithm1b_stratified_balance,smart_active_need,fixed,183.75,111.8181818181818,11,11,True,False,"[2, 9, 3, 7, 11, 12, 8, 13, 1]","[3, 3, 0, 0, 0, 4, 4, 5, 5, 6, 4, 4, 2, 1, 4, 4, 3, 3, 5, 5, 0, 2, 1, 6, 6, 6, 5, 5, 5, 0, 0, 2, 5, 5, 5, 1, 1]",37,8
6,run_6_algorithm1b_stratified_balance_smart_active_need_critical_first,algorithm1b_stratified_balance,smart_active_need,critical_first,183.75,110.11363636363636,11,11,True,False,"[2, 9, 7, 3, 11, 12, 8, 13, 1]","[3, 3, 0, 0, 0, 4, 4, 6, 4, 4, 5, 5, 2, 3, 3, 5, 4, 4, 1, 5, 0, 2, 1, 6, 6, 6, 5, 5, 5, 0, 0, 2, 5, 5, 5, 1, 1]",37,8
7,run_7_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,algorithm1b_stratified_balance,smart_active_need_weighted,fixed,187.5,113.52272727272728,11,11,True,False,"[9, 2, 7, 3, 11, 12, 8, 13, 1]","[5, 5, 6, 4, 4, 2, 3, 3, 0, 0, 0, 4, 4, 3, 3, 5, 1, 4, 4, 5, 0, 2, 1, 6, 6, 6, 5, 5, 5, 0, 0, 2, 5, 5, 5, 1, 1]",37,8
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,algorithm1b_stratified_balance,smart_active_need_weighted,critical_first,187.5,114.20454545454544,11,11,True,False,"[9, 7, 2, 3, 11, 12, 8, 13, 1]","[6, 4, 4, 5, 5, 2, 3, 3, 5, 3, 3, 0, 0, 0, 4, 4, 4, 4, 1, 5, 0, 2, 1, 6, 6, 6, 5, 5, 5, 0, 0, 2, 5, 5, 5, 1, 1]",37,8
9,run_9_algorithm2_tote_overlap_smart_active_need_fixed,algorithm2_tote_overlap,smart_active_need,fixed,165.0,98.52272727272728,11,11,True,False,"[12, 7, 9, 3, 1, 8, 11, 13, 2]","[2, 1, 6, 6, 6, 5, 5, 5, 3, 3, 5, 5, 5, 6, 4, 4, 2, 1, 4, 4, 2, 5, 5, 5, 1, 1, 0, 5, 0, 0, 3, 3, 0, 0, 0, 4, 4]",37,8
10,run_10_algorithm2_tote_overlap_smart_active_need_critical_first,algorithm2_tote_overlap,smart_active_need,critical_first,168.75,96.13636363636364,11,11,True,False,"[12, 7, 9, 1, 3, 8, 11, 13, 2]","[1, 6, 6, 6, 2, 5, 5, 5, 3, 3, 5, 2, 5, 5, 6, 4, 4, 2, 5, 5, 5, 1, 1, 4, 4, 1, 0, 0, 5, 0, 3, 3, 0, 0, 0, 4, 4]",37,8
11,run_11_algorithm2_tote_overlap_smart_active_need_weighted_fixed,algorithm2_tote_overlap,smart_active_need_weighted,fixed,176.25,120.3409090909091,11,11,True,False,"[12, 9, 3, 1, 7, 13, 8, 11, 2]","[2, 1, 6, 6, 6, 5, 5, 5, 5, 5, 6, 4, 4, 2, 1, 4, 4, 2, 5, 5, 5, 1, 1, 3, 3, 5, 0, 0, 5, 0, 3, 3, 0, 0, 0, 4, 4]",37,8
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,algorithm2_tote_overlap,smart_active_need_weighted,critical_first,176.25,116.5909090909091,11,11,True,False,"[12, 9, 1, 3, 7, 13, 8, 11, 2]","[1, 6, 6, 6, 2, 5, 5, 5, 2, 5, 5, 6, 4, 4, 2, 5, 5, 5, 1, 1, 4, 4, 1, 3, 3, 5, 0, 0, 5, 0, 3, 3, 0, 0, 0, 4, 4]",37,8
13,run_13_algorithm3_itemtype_overlap_smart_active_need_fixed,algorithm3_itemtype_overlap,smart_active_need,fixed,191.25,124.4318181818182,11,11,True,False,"[2, 1, 12, 9, 7, 3, 11, 13, 8]","[3, 3, 0, 0, 0, 4, 4, 2, 5, 5, 5, 1, 1, 2, 1, 6, 6, 6, 5, 5, 5, 5, 5, 6, 4, 4, 2, 3, 3, 5, 1, 4, 4, 5, 0, 0, 0]",37,8
14,run_14_algorithm3_itemtype_overlap_smart_active_need_critical_first,algorithm3_itemtype_overlap,smart_active_need,critical_first,180.0,110.79545454545456,11,11,True,False,"[2, 1, 12, 9, 7, 3, 11, 13, 8]","[3, 3, 0, 0, 0, 4, 4, 2, 5, 5, 5, 1, 1, 5, 5, 5, 2, 1, 6, 6, 6, 6, 4, 4, 5, 5, 2, 3, 3, 5, 4, 4, 1, 0, 5, 0, 0]",37,8
15,run_15_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,algorithm3_itemtype_overlap,smart_active_need_weighted,fixed,191.25,126.13636363636364,11,11,True,False,"[2, 1, 12, 9, 3, 7, 11, 13, 8]","[3, 3, 0, 0, 0, 4, 4, 2, 5, 5, 5, 1, 1, 2, 1, 6, 6, 6, 5, 5, 5, 5, 5, 6, 4, 4, 2, 1, 4, 4, 3, 3, 5, 5, 0, 0, 0]",37,8
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,algorithm3_itemtype_overlap,smart_active_need_weighted,critical_first,180.0,112.1590909090909,11,11,True,False,"[2, 1, 12, 9, 3, 7, 11, 13, 8]","[3, 3, 0, 0, 0, 4, 4, 2, 5, 5, 5, 1, 1, 5, 5, 5, 2, 1, 6, 6, 6, 6, 4, 4, 5, 5, 2, 4, 4, 1, 3, 3, 5, 0, 5, 0, 0]",37,8
17,run_17_algorithm4_combined_overlap_smart_active_need_fixed,algorithm4_combined_overlap,smart_active_need,fixed,345.0,199.77272727272728,11,11,True,False,"[9, 12, 3, 7, 8, 11, 2, 1, 13]","[5, 5, 6, 4, 4, 2, 2, 1, 6, 6, 6, 5, 5, 5, 1, 4, 4, 3, 3, 5, 0, 5, 0, 3, 3, 0, 0, 0, 4, 4, 2, 5, 5, 5, 1, 1, 0]",37,8
18,run_18_algorithm4_combined_overlap_smart_active_need_critical_first,algorithm4_combined_overlap,smart_active_need,critical_first,326.25,181.3636363636364,11,11,True,False,"[9, 12, 3, 7, 8, 11, 2, 1, 13]","[6, 4, 4, 5, 5, 2, 2, 5, 5, 5, 1, 6, 6, 6, 1, 4, 4, 3, 3, 5, 0, 5, 0, 3, 3, 0, 0, 0, 4, 4, 2, 5, 5, 5, 1, 1, 0]",37,8
19,run_19_algorithm4_combined_overlap_smart_active_need_weighted_fixed,algorithm4_combined_overlap,smart_active_need_weighted,fixed,210.0,133.29545454545453,11,11,True,False,"[9, 7, 3, 12, 1, 8, 13, 2, 11]","[5, 5, 6, 4, 4, 2, 3, 3, 5, 1, 4, 4, 2, 1, 6, 6, 6, 5, 5, 5, 2, 5, 5, 5, 1, 1, 0, 0, 3, 3, 0, 0, 0, 4, 4, 5, 0]",37,8
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,algorithm4_combined_overlap,smart_active_need_weighted,critical_first,198.75,121.36363636363636,11,11,True,False,"[9, 7, 3, 12, 1, 8, 13, 2, 11]","[6, 4, 4, 5, 5, 2, 3, 3, 5, 1, 4, 4, 2, 5, 5, 5, 1, 6, 6, 6, 2, 5, 5, 5, 1, 1, 0, 0, 3, 3, 0, 0, 0, 4, 4, 0, 5]",37,8
1,run_1_algorithm1_load_balance_smart_active_need_fixed,algorithm1_load_balance,smart_active_need,fixed,187.5,138.75,4,11,False,True,"[10, 0, 4, 6, 1, 9, 12]","[1, 1, 2, 2, 2, 1, 1, 1, 4, 4, 4, 4, 4, 6, 3, 3, 3, 2, 1, 5, 5, 3, 3, 3, 3, 3, 4, 4, 2, 2, 2, 0, 0, 0, 5, 5, 0]",37,9
2,run_2_algorithm1_load_balance_smart_active_need_critical_first,algorithm1_load_balance,smart_active_need,critical_first,195.0,138.75,5,11,False,True,"[10, 0, 4, 6, 1, 9, 12]","[1, 1, 1, 1, 1, 4, 4, 2, 2, 2, 6, 4, 4, 4, 1, 3, 3, 3, 2, 5, 5, 3, 3, 3, 3, 3, 0, 0, 0, 4, 4, 2, 2, 2, 3, 3, 5, 5, 0]",39,9
