run_id,run_label,order_sequencing,tote_sequencing,item_sequencing,total_time,avg_order_time,num_orders,total_orders_expected,all_orders_completed,flawed_run,tote_sequence,item_sequence,item_sequence_length,replication
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,algorithm1b_stratified_balance,smart_active_need,critical_first,303.75,210.3409090909091,11,11,True,False,"[12, 4, 1, 5, 7, 8, 11, 13, 0, 2, 6, 10]","[3, 3, 3, 1, 1, 1, 4, 4, 4, 2, 2, 6, 6, 6, 5, 6, 6, 6, 1, 1, 1, 3, 3, 3, 5, 5, 6, 6, 6, 0, 0, 4, 4, 3, 3, 3, 3, 3, 5, 5, 3, 1, 1, 1, 0, 1, 0, 0, 0, 2]",50,3
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,algorithm1b_stratified_balance,smart_active_need_weighted,fixed,307.5,214.77272727272728,11,11,True,False,"[12, 1, 7, 8, 11, 4, 13, 0, 2, 6, 5, 10]","[3, 3, 3, 1, 1, 1, 5, 6, 6, 6, 3, 3, 3, 5, 5, 6, 6, 6, 0, 0, 4, 4, 3, 3, 4, 4, 4, 2, 2, 6, 6, 6, 3, 3, 3, 5, 5, 3, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 2]",50,3
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,algorithm1b_stratified_balance,smart_active_need_weighted,critical_first,307.5,211.70454545454547,11,11,True,False,"[12, 1, 7, 8, 11, 4, 13, 0, 2, 6, 5, 10]","[3, 3, 3, 1, 1, 1, 5, 6, 6, 6, 3, 3, 3, 5, 5, 6, 6, 6, 0, 0, 4, 4, 3, 3, 6, 6, 6, 4, 4, 4, 2, 2, 3, 3, 3, 5, 5, 3, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 2]",50,3
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,algorithm2_tote_overlap,smart_active_need,fixed,202.5,125.79545454545456,11,11,True,False,"[12, 8, 11, 4, 5, 2, 13, 10, 1, 7, 0, 6]","[3, 3, 3, 1, 1, 1, 5, 5, 6, 6, 6, 0, 0, 4, 4, 3, 3, 4, 4, 4, 2, 2, 6, 6, 6, 1, 1, 1, 3, 1, 1, 1, 3, 3, 3, 1, 0, 0, 0, 2, 5, 6, 6, 6, 3, 3, 3, 5, 5, 0]",50,3
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,algorithm2_tote_overlap,smart_active_need,critical_first,191.25,121.36363636363636,11,11,True,False,"[12, 8, 11, 4, 2, 5, 10, 1, 7, 13, 0, 6]","[3, 3, 3, 1, 1, 1, 5, 5, 6, 6, 6, 0, 0, 4, 4, 3, 3, 6, 6, 6, 4, 4, 4, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 2, 5, 6, 6, 6, 3, 3, 3, 3, 3, 3, 5, 5, 0]",50,3
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,algorithm2_tote_overlap,smart_active_need_weighted,fixed,213.75,124.4318181818182,11,11,True,False,"[12, 8, 11, 4, 13, 2, 0, 5, 10, 1, 6, 7]","[3, 3, 3, 1, 1, 1, 5, 5, 6, 6, 6, 0, 0, 4, 4, 3, 3, 4, 4, 4, 2, 2, 6, 6, 6, 3, 3, 3, 3, 1, 1, 1, 5, 5, 1, 1, 1, 1, 0, 0, 0, 2, 5, 6, 6, 6, 0, 3, 3, 3]",50,3
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,algorithm2_tote_overlap,smart_active_need_weighted,critical_first,213.75,122.72727272727272,11,11,True,False,"[12, 8, 11, 4, 13, 2, 0, 5, 10, 1, 6, 7]","[3, 3, 3, 1, 1, 1, 5, 5, 6, 6, 6, 0, 0, 4, 4, 3, 3, 6, 6, 6, 4, 4, 4, 2, 2, 3, 3, 3, 3, 1, 1, 1, 5, 5, 1, 1, 1, 1, 0, 0, 0, 2, 5, 6, 6, 6, 0, 3, 3, 3]",50,3
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,algorithm3_itemtype_overlap,smart_active_need,fixed,288.75,225.0,11,11,True,False,"[11, 12, 1, 4, 10, 7, 13, 5, 0, 8, 6, 2]","[0, 0, 4, 4, 3, 3, 3, 3, 3, 1, 1, 1, 5, 6, 6, 6, 4, 4, 4, 2, 2, 6, 6, 6, 1, 0, 0, 0, 2, 3, 3, 3, 3, 3, 3, 1, 1, 1, 5, 5, 5, 5, 6, 6, 6, 0, 3, 1, 1, 1]",50,3
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,algorithm3_itemtype_overlap,smart_active_need,critical_first,270.0,206.25,11,11,True,False,"[11, 12, 1, 4, 10, 7, 13, 5, 0, 8, 6, 2]","[4, 4, 3, 3, 0, 0, 3, 3, 3, 1, 1, 1, 5, 6, 6, 6, 6, 6, 6, 4, 4, 4, 2, 2, 1, 0, 0, 0, 2, 3, 3, 3, 3, 3, 3, 1, 1, 1, 5, 5, 5, 5, 6, 6, 6, 0, 3, 1, 1, 1]",50,3
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,algorithm3_itemtype_overlap,smart_active_need_weighted,fixed,213.75,150.3409090909091,11,11,True,False,"[1, 11, 7, 12, 4, 5, 10, 6, 8, 13, 0, 2]","[5, 6, 6, 6, 0, 0, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 4, 4, 4, 2, 2, 6, 6, 6, 1, 1, 1, 1, 0, 0, 0, 2, 0, 5, 5, 6, 6, 6, 3, 3, 3, 5, 5, 3, 1, 1, 1]",50,3
17,run_17_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,algorithm3_itemtype_overlap,smart_active_need_weighted,critical_first,213.75,150.3409090909091,11,11,True,False,"[1, 11, 7, 12, 4, 5, 10, 6, 8, 13, 0, 2]","[5, 6, 6, 6, 4, 4, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 1, 1, 1, 4, 4, 4, 2, 2, 6, 6, 6, 1, 1, 1, 1, 0, 0, 0, 2, 0, 5, 5, 6, 6, 6, 3, 3, 3, 5, 5, 3, 1, 1, 1]",50,3
18,run_18_algorithm4_combined_overlap_smart_active_need_fixed,algorithm4_combined_overlap,smart_active_need,fixed,262.5,178.63636363636363,11,11,True,False,"[11, 12, 4, 8, 2, 5, 13, 1, 7, 0, 6, 10]","[0, 0, 4, 4, 3, 3, 3, 3, 3, 1, 1, 1, 4, 4, 4, 2, 2, 6, 6, 6, 5, 5, 6, 6, 6, 3, 1, 1, 1, 1, 1, 1, 3, 3, 3, 5, 6, 6, 6, 3, 3, 3, 5, 5, 0, 1, 0, 0, 0, 2]",50,3
19,run_19_algorithm4_combined_overlap_smart_active_need_critical_first,algorithm4_combined_overlap,smart_active_need,critical_first,255.0,161.25,11,11,True,False,"[11, 12, 4, 8, 2, 5, 13, 1, 7, 0, 6, 10]","[0, 0, 4, 4, 3, 3, 3, 3, 3, 1, 1, 1, 6, 6, 6, 4, 4, 4, 2, 2, 5, 5, 6, 6, 6, 1, 1, 1, 3, 1, 1, 1, 3, 3, 3, 5, 6, 6, 6, 3, 3, 3, 5, 5, 0, 1, 0, 0, 0, 2]",50,3
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_fixed,algorithm4_combined_overlap,smart_active_need_weighted,fixed,228.75,157.1590909090909,11,11,True,False,"[12, 11, 8, 4, 5, 13, 1, 7, 0, 2, 10, 6]","[3, 3, 3, 1, 1, 1, 0, 0, 4, 4, 3, 3, 5, 5, 6, 6, 6, 4, 4, 4, 2, 2, 6, 6, 6, 1, 1, 1, 3, 3, 3, 5, 6, 6, 6, 3, 3, 3, 5, 5, 3, 1, 1, 1, 1, 0, 0, 0, 2, 0]",50,3
21,run_21_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,algorithm4_combined_overlap,smart_active_need_weighted,critical_first,221.25,156.47727272727272,11,11,True,False,"[12, 11, 8, 4, 5, 13, 1, 7, 0, 2, 6, 10]","[3, 3, 3, 1, 1, 1, 0, 0, 4, 4, 3, 3, 5, 5, 6, 6, 6, 4, 4, 4, 2, 2, 6, 6, 6, 1, 1, 1, 3, 3, 3, 5, 6, 6, 6, 3, 3, 3, 5, 5, 1, 1, 1, 3, 0, 1, 0, 0, 0, 2]",50,3
1,run_1_algorithm1_load_balance_smart_active_need_fixed,algorithm1_load_balance,smart_active_need,fixed,157.5,116.5909090909091,11,11,True,False,"[2, 0, 5, 9, 10, 8, 13, 3, 12, 6]","[3, 3, 0, 0, 1, 1, 1, 2, 6, 2, 2, 2, 4, 6, 6, 1, 3, 3, 3, 6, 6, 6, 6, 2, 2, 2, 0, 0, 0, 2, 5, 0, 3, 6]",34,4
2,run_2_algorithm1_load_balance_smart_active_need_critical_first,algorithm1_load_balance,smart_active_need,critical_first,168.75,117.95454545454544,11,11,True,False,"[2, 0, 5, 9, 10, 8, 13, 3, 12, 6]","[1, 1, 1, 2, 6, 3, 3, 0, 0, 2, 2, 2, 4, 6, 6, 1, 3, 3, 3, 6, 6, 6, 6, 2, 2, 2, 2, 5, 0, 0, 0, 0, 3, 6]",34,4
3,run_3_algorithm1_load_balance_smart_active_need_weighted_fixed,algorithm1_load_balance,smart_active_need_weighted,fixed,157.5,112.8409090909091,11,11,True,False,"[2, 0, 10, 5, 9, 12, 13, 8, 6, 3]","[3, 3, 0, 0, 1, 1, 1, 2, 6, 2, 2, 2, 4, 6, 6, 6, 6, 6, 1, 3, 3, 3, 3, 0, 0, 0, 2, 5, 6, 2, 2, 2, 6, 0]",34,4
4,run_4_algorithm1_load_balance_smart_active_need_weighted_critical_first,algorithm1_load_balance,smart_active_need_weighted,critical_first,146.25,110.11363636363636,11,11,True,False,"[2, 0, 10, 5, 9, 12, 13, 8, 6, 3]","[1, 1, 1, 2, 6, 3, 3, 0, 0, 2, 2, 2, 4, 6, 6, 6, 6, 6, 1, 3, 3, 3, 3, 2, 5, 0, 0, 0, 6, 2, 2, 2, 6, 0]",34,4
5,run_5_algorithm1b_stratified_balance_smart_active_need_fixed,algorithm1b_stratified_balance,smart_active_need,fixed,191.25,132.5,3,11,False,True,"[2, 0, 5, 9, 10, 13, 8]","[3, 3, 0, 0, 1, 1, 1, 2, 6, 2, 2, 2, 4, 6, 6, 1, 3, 3, 3, 6, 6, 6, 0, 0, 0, 2, 5, 6]",28,4
6,run_6_algorithm1b_stratified_balance_smart_active_need_critical_first,algorithm1b_stratified_balance,smart_active_need,critical_first,375.0,262.5,11,11,True,False,"[2, 0, 5, 9, 10, 13, 8, 6, 12, 3]","[1, 1, 1, 2, 6, 3, 3, 0, 0, 2, 2, 2, 4, 6, 6, 1, 3, 3, 3, 6, 6, 6, 0, 0, 0, 2, 5, 2, 2, 2, 6, 6, 3, 0]",34,4
7,run_7_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,algorithm1b_stratified_balance,smart_active_need_weighted,fixed,296.25,206.5909090909091,11,11,True,False,"[2, 13, 8, 5, 9, 6, 0, 3, 10, 12]","[3, 3, 0, 0, 1, 1, 1, 2, 6, 0, 0, 0, 2, 5, 6, 2, 2, 2, 6, 6, 1, 3, 3, 3, 6, 2, 2, 2, 4, 0, 6, 6, 6, 3]",34,4
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,algorithm1b_stratified_balance,smart_active_need_weighted,critical_first,251.25,166.36363636363637,11,11,True,False,"[2, 13, 8, 5, 9, 6, 0, 3, 10, 12]","[1, 1, 1, 2, 6, 3, 3, 0, 0, 0, 0, 0, 2, 5, 2, 2, 2, 6, 6, 6, 1, 3, 3, 3, 6, 2, 2, 2, 4, 0, 6, 6, 6, 3]",34,4
9,run_9_algorithm2_tote_overlap_smart_active_need_fixed,algorithm2_tote_overlap,smart_active_need,fixed,213.75,145.22727272727272,11,11,True,False,"[13, 2, 0, 5, 9, 10, 3, 6, 12, 8]","[0, 0, 0, 2, 5, 3, 3, 0, 0, 1, 1, 1, 2, 6, 2, 2, 2, 4, 6, 6, 1, 3, 3, 3, 6, 6, 6, 0, 6, 3, 6, 2, 2, 2]",34,4
10,run_10_algorithm2_tote_overlap_smart_active_need_critical_first,algorithm2_tote_overlap,smart_active_need,critical_first,206.25,128.86363636363637,11,11,True,False,"[13, 2, 0, 5, 9, 10, 3, 6, 12, 8]","[0, 0, 0, 2, 5, 1, 1, 1, 2, 6, 3, 3, 0, 0, 4, 2, 2, 2, 6, 6, 1, 3, 3, 3, 6, 6, 6, 0, 6, 3, 2, 2, 2, 6]",34,4
11,run_11_algorithm2_tote_overlap_smart_active_need_weighted_fixed,algorithm2_tote_overlap,smart_active_need_weighted,fixed,228.75,145.9090909090909,11,11,True,False,"[13, 2, 0, 5, 9, 10, 12, 6, 8, 3]","[0, 0, 0, 2, 5, 3, 3, 0, 0, 1, 1, 1, 2, 6, 2, 2, 2, 4, 6, 6, 1, 3, 3, 3, 6, 6, 6, 3, 6, 6, 2, 2, 2, 0]",34,4
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,algorithm2_tote_overlap,smart_active_need_weighted,critical_first,206.25,129.54545454545453,11,11,True,False,"[13, 2, 5, 9, 0, 10, 12, 6, 3, 8]","[0, 0, 0, 2, 5, 1, 1, 1, 2, 6, 3, 3, 0, 0, 6, 6, 1, 3, 3, 3, 4, 2, 2, 2, 6, 6, 6, 3, 6, 0, 2, 2, 2, 6]",34,4
13,run_13_algorithm3_itemtype_overlap_smart_active_need_fixed,algorithm3_itemtype_overlap,smart_active_need,fixed,153.75,113.1818181818182,11,11,True,False,"[2, 0, 5, 9, 10, 8, 13, 3, 12, 6]","[3, 3, 0, 0, 1, 1, 1, 2, 6, 2, 2, 2, 4, 6, 6, 1, 3, 3, 3, 6, 6, 6, 6, 2, 2, 2, 0, 0, 0, 2, 5, 0, 3, 6]",34,4
14,run_14_algorithm3_itemtype_overlap_smart_active_need_critical_first,algorithm3_itemtype_overlap,smart_active_need,critical_first,153.75,113.52272727272728,11,11,True,False,"[2, 0, 5, 9, 10, 8, 13, 3, 12, 6]","[1, 1, 1, 2, 6, 3, 3, 0, 0, 2, 2, 2, 4, 6, 6, 1, 3, 3, 3, 6, 6, 6, 6, 2, 2, 2, 0, 0, 0, 2, 5, 0, 3, 6]",34,4
15,run_15_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,algorithm3_itemtype_overlap,smart_active_need_weighted,fixed,153.75,101.25,11,11,True,False,"[2, 5, 9, 13, 8, 0, 10, 3, 12, 6]","[3, 3, 0, 0, 1, 1, 1, 2, 6, 6, 6, 1, 3, 3, 3, 0, 0, 0, 2, 5, 6, 2, 2, 2, 2, 2, 2, 4, 6, 6, 6, 0, 3, 6]",34,4
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,algorithm3_itemtype_overlap,smart_active_need_weighted,critical_first,153.75,99.88636363636364,11,11,True,False,"[2, 5, 9, 13, 8, 0, 10, 3, 12, 6]","[1, 1, 1, 2, 6, 3, 3, 0, 0, 6, 6, 1, 3, 3, 3, 0, 0, 0, 2, 5, 6, 2, 2, 2, 4, 2, 2, 2, 6, 6, 6, 0, 3, 6]",34,4
17,run_17_algorithm4_combined_overlap_smart_active_need_fixed,algorithm4_combined_overlap,smart_active_need,fixed,213.75,145.22727272727272,11,11,True,False,"[13, 2, 0, 5, 9, 10, 3, 6, 12, 8]","[0, 0, 0, 2, 5, 3, 3, 0, 0, 1, 1, 1, 2, 6, 2, 2, 2, 4, 6, 6, 1, 3, 3, 3, 6, 6, 6, 0, 6, 3, 6, 2, 2, 2]",34,4
18,run_18_algorithm4_combined_overlap_smart_active_need_critical_first,algorithm4_combined_overlap,smart_active_need,critical_first,206.25,128.86363636363637,11,11,True,False,"[13, 2, 0, 5, 9, 10, 3, 6, 12, 8]","[0, 0, 0, 2, 5, 1, 1, 1, 2, 6, 3, 3, 0, 0, 4, 2, 2, 2, 6, 6, 1, 3, 3, 3, 6, 6, 6, 0, 6, 3, 2, 2, 2, 6]",34,4
19,run_19_algorithm4_combined_overlap_smart_active_need_weighted_fixed,algorithm4_combined_overlap,smart_active_need_weighted,fixed,228.75,145.9090909090909,11,11,True,False,"[13, 2, 0, 5, 9, 10, 12, 6, 8, 3]","[0, 0, 0, 2, 5, 3, 3, 0, 0, 1, 1, 1, 2, 6, 2, 2, 2, 4, 6, 6, 1, 3, 3, 3, 6, 6, 6, 3, 6, 6, 2, 2, 2, 0]",34,4
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_critical_first,algorithm4_combined_overlap,smart_active_need_weighted,critical_first,206.25,129.54545454545453,11,11,True,False,"[13, 2, 5, 9, 0, 10, 12, 6, 3, 8]","[0, 0, 0, 2, 5, 1, 1, 1, 2, 6, 3, 3, 0, 0, 6, 6, 1, 3, 3, 3, 4, 2, 2, 2, 6, 6, 6, 3, 6, 0, 2, 2, 2, 6]",34,4
1,run_1_fifo_all_fifo_fixed,fifo_all,fifo,fixed,187.5,102.5,3,11,False,True,"[0, 1, 3, 4, 5]","[1, 1, 1, 3, 3, 2, 6, 6, 6, 5, 5, 0, 0, 5, 5, 4, 4, 4, 3, 3, 2, 2, 6, 1, 3]",25,5
2,run_2_algorithm1_load_balance_smart_active_need_fixed,algorithm1_load_balance,smart_active_need,fixed,150.0,116.25,3,11,False,True,"[1, 10, 4, 13, 0, 7, 9]","[2, 6, 6, 6, 5, 5, 0, 0, 5, 5, 5, 2, 2, 2, 4, 4, 4, 3, 3, 4, 4, 0, 0, 0, 5, 5, 5, 2, 1, 1, 1, 3, 3, 5, 5, 5, 2, 2, 2, 0]",40,5
3,run_3_algorithm1_load_balance_smart_active_need_critical_first,algorithm1_load_balance,smart_active_need,critical_first,303.75,221.25,11,11,True,False,"[1, 10, 4, 13, 0, 7, 9, 3, 6, 5, 12]","[6, 6, 6, 5, 5, 0, 0, 2, 5, 5, 5, 2, 2, 2, 4, 4, 4, 3, 3, 4, 4, 0, 0, 0, 5, 5, 5, 2, 1, 1, 1, 3, 3, 5, 5, 5, 1, 1, 1, 2, 2, 2, 0, 6, 6, 5, 5, 4, 4, 3, 2, 2, 6, 1, 4, 4]",56,5
4,run_4_algorithm1_load_balance_smart_active_need_weighted_fixed,algorithm1_load_balance,smart_active_need_weighted,fixed,273.75,196.02272727272728,11,11,True,False,"[1, 4, 10, 0, 9, 3, 13, 6, 5, 7, 12]","[2, 6, 6, 6, 5, 5, 0, 0, 4, 4, 4, 3, 3, 5, 5, 5, 2, 2, 2, 1, 1, 1, 3, 3, 2, 2, 2, 0, 6, 6, 1, 1, 1, 5, 5, 4, 4, 0, 0, 0, 5, 5, 5, 2, 4, 4, 2, 2, 6, 1, 3, 5, 5, 5, 4, 4]",56,5
5,run_5_algorithm1_load_balance_smart_active_need_weighted_critical_first,algorithm1_load_balance,smart_active_need_weighted,critical_first,228.75,158.52272727272728,11,11,True,False,"[1, 4, 10, 0, 9, 3, 13, 6, 5, 7, 12]","[6, 6, 6, 5, 5, 0, 0, 2, 4, 4, 4, 3, 3, 5, 5, 5, 2, 2, 2, 1, 1, 1, 3, 3, 1, 1, 1, 2, 2, 2, 0, 6, 6, 5, 5, 5, 5, 5, 2, 4, 4, 0, 0, 0, 4, 4, 2, 2, 6, 1, 3, 5, 5, 5, 4, 4]",56,5
6,run_6_algorithm1b_stratified_balance_smart_active_need_fixed,algorithm1b_stratified_balance,smart_active_need,fixed,397.5,286.3636363636364,11,11,True,False,"[9, 1, 13, 10, 0, 4, 3, 6, 12, 5, 7]","[2, 2, 2, 0, 6, 6, 1, 1, 1, 2, 6, 6, 6, 5, 5, 0, 0, 4, 4, 0, 0, 0, 5, 5, 5, 2, 5, 5, 5, 2, 2, 2, 1, 1, 1, 3, 3, 4, 4, 4, 3, 3, 5, 5, 4, 4, 4, 4, 2, 2, 6, 1, 3, 5, 5, 5]",56,5
7,run_7_algorithm1b_stratified_balance_smart_active_need_critical_first,algorithm1b_stratified_balance,smart_active_need,critical_first,352.5,249.20454545454547,11,11,True,False,"[9, 1, 13, 10, 0, 4, 3, 6, 12, 5, 7]","[2, 2, 2, 0, 6, 6, 1, 1, 1, 6, 6, 6, 5, 5, 2, 0, 0, 5, 5, 5, 2, 4, 4, 0, 0, 0, 2, 2, 2, 5, 5, 5, 1, 1, 1, 3, 3, 4, 4, 4, 3, 3, 5, 5, 4, 4, 4, 4, 2, 2, 6, 1, 3, 5, 5, 5]",56,5
8,run_8_algorithm1b_stratified_balance_smart_active_need_weighted_fixed,algorithm1b_stratified_balance,smart_active_need_weighted,fixed,386.25,278.52272727272725,11,11,True,False,"[9, 13, 1, 0, 10, 3, 4, 12, 6, 5, 7]","[2, 2, 2, 0, 6, 6, 1, 1, 1, 4, 4, 0, 0, 0, 5, 5, 5, 2, 2, 6, 6, 6, 5, 5, 0, 0, 1, 1, 1, 3, 3, 5, 5, 5, 2, 2, 2, 5, 5, 4, 4, 4, 3, 3, 4, 4, 4, 4, 2, 2, 6, 1, 3, 5, 5, 5]",56,5
9,run_9_algorithm1b_stratified_balance_smart_active_need_weighted_critical_first,algorithm1b_stratified_balance,smart_active_need_weighted,critical_first,266.25,172.1590909090909,11,11,True,False,"[9, 13, 0, 1, 3, 10, 12, 4, 5, 7, 6]","[2, 2, 2, 0, 6, 6, 1, 1, 1, 5, 5, 5, 2, 4, 4, 0, 0, 0, 1, 1, 1, 3, 3, 0, 0, 6, 6, 6, 5, 5, 2, 5, 5, 2, 2, 2, 5, 5, 5, 4, 4, 4, 4, 4, 3, 3, 2, 2, 6, 1, 3, 5, 5, 5, 4, 4]",56,5
10,run_10_algorithm2_tote_overlap_smart_active_need_fixed,algorithm2_tote_overlap,smart_active_need,fixed,510.0,296.59090909090907,11,11,True,False,"[1, 13, 5, 7, 9, 10, 4, 0, 3, 6, 12]","[2, 6, 6, 6, 5, 5, 0, 0, 4, 4, 0, 0, 0, 5, 5, 5, 2, 2, 2, 6, 1, 3, 5, 5, 5, 2, 2, 2, 0, 6, 6, 1, 1, 1, 5, 5, 5, 2, 2, 2, 4, 4, 4, 3, 3, 1, 1, 1, 3, 3, 5, 5, 4, 4, 4, 4]",56,5
11,run_11_algorithm2_tote_overlap_smart_active_need_critical_first,algorithm2_tote_overlap,smart_active_need,critical_first,461.25,266.25,11,11,True,False,"[1, 13, 5, 7, 9, 10, 4, 3, 0, 6, 12]","[6, 6, 6, 5, 5, 0, 0, 2, 4, 4, 0, 0, 0, 5, 5, 5, 2, 2, 2, 6, 1, 3, 5, 5, 5, 1, 1, 1, 2, 2, 2, 0, 6, 6, 5, 5, 5, 2, 2, 2, 4, 4, 4, 3, 3, 5, 5, 1, 1, 1, 3, 3, 4, 4, 4, 4]",56,5
12,run_12_algorithm2_tote_overlap_smart_active_need_weighted_fixed,algorithm2_tote_overlap,smart_active_need_weighted,fixed,168.75,129.375,2,11,False,True,"[1, 9, 13]","[2, 6, 6, 6, 5, 5, 0, 0, 2, 2, 2, 0, 6, 6, 1, 1, 1, 4, 4, 0, 0, 0, 5, 5]",24,5
13,run_13_algorithm2_tote_overlap_smart_active_need_weighted_critical_first,algorithm2_tote_overlap,smart_active_need_weighted,critical_first,300.0,188.75,3,11,False,True,"[1, 9, 10, 4, 13]","[6, 6, 6, 5, 5, 0, 0, 2, 1, 1, 1, 2, 2, 2, 0, 6, 6, 5, 5, 5, 2, 2, 2, 4, 4, 4, 3, 3, 4, 4, 0, 0, 0, 5, 5]",35,5
14,run_14_algorithm3_itemtype_overlap_smart_active_need_fixed,algorithm3_itemtype_overlap,smart_active_need,fixed,427.5,309.20454545454544,11,11,True,False,"[1, 10, 4, 13, 9, 5, 3, 6, 0, 7, 12]","[2, 6, 6, 6, 5, 5, 0, 0, 5, 5, 5, 2, 2, 2, 4, 4, 4, 3, 3, 4, 4, 0, 0, 0, 5, 5, 5, 2, 2, 2, 2, 0, 6, 6, 1, 1, 1, 2, 2, 6, 1, 3, 5, 5, 4, 4, 1, 1, 1, 3, 3, 5, 5, 5, 4, 4]",56,5
15,run_15_algorithm3_itemtype_overlap_smart_active_need_critical_first,algorithm3_itemtype_overlap,smart_active_need,critical_first,378.75,265.22727272727275,11,11,True,False,"[1, 10, 4, 13, 9, 5, 3, 6, 0, 7, 12]","[0, 0, 6, 6, 6, 5, 5, 2, 5, 5, 5, 2, 2, 2, 4, 4, 4, 3, 3, 5, 5, 5, 2, 4, 4, 0, 0, 0, 2, 2, 2, 0, 6, 6, 1, 1, 1, 2, 2, 6, 1, 3, 5, 5, 4, 4, 1, 1, 1, 3, 3, 5, 5, 5, 4, 4]",56,5
16,run_16_algorithm3_itemtype_overlap_smart_active_need_weighted_fixed,algorithm3_itemtype_overlap,smart_active_need_weighted,fixed,247.5,163.29545454545453,11,11,True,False,"[10, 4, 1, 9, 3, 6, 13, 7, 5, 0, 12]","[5, 5, 5, 2, 2, 2, 4, 4, 4, 3, 3, 2, 6, 6, 6, 5, 5, 0, 0, 2, 2, 2, 0, 6, 6, 1, 1, 1, 5, 5, 4, 4, 4, 4, 0, 0, 0, 5, 5, 5, 2, 5, 5, 5, 2, 2, 6, 1, 3, 1, 1, 1, 3, 3, 4, 4]",56,5
17,run_17_algorithm3_itemtype_overlap_smart_active_need_weighted_critical_first,algorithm3_itemtype_overlap,smart_active_need_weighted,critical_first,243.75,158.52272727272728,11,11,True,False,"[10, 4, 1, 9, 3, 6, 13, 7, 5, 0, 12]","[5, 5, 5, 2, 2, 2, 4, 4, 4, 3, 3, 0, 0, 6, 6, 6, 5, 5, 2, 2, 2, 2, 0, 6, 6, 1, 1, 1, 5, 5, 4, 4, 5, 5, 5, 2, 4, 4, 0, 0, 0, 5, 5, 5, 3, 2, 2, 6, 1, 1, 1, 1, 3, 3, 4, 4]",56,5
18,run_18_algorithm4_combined_overlap_smart_active_need_fixed,algorithm4_combined_overlap,smart_active_need,fixed,333.75,217.8409090909091,11,11,True,False,"[9, 1, 13, 10, 4, 5, 0, 7, 6, 12, 3]","[2, 2, 2, 0, 6, 6, 1, 1, 1, 2, 6, 6, 6, 5, 5, 0, 0, 4, 4, 0, 0, 0, 5, 5, 5, 2, 5, 5, 5, 2, 2, 2, 4, 4, 4, 3, 3, 2, 2, 6, 1, 3, 1, 1, 1, 3, 3, 5, 5, 5, 4, 4, 4, 4, 5, 5]",56,5
19,run_19_algorithm4_combined_overlap_smart_active_need_critical_first,algorithm4_combined_overlap,smart_active_need,critical_first,333.75,218.8636363636364,11,11,True,False,"[9, 1, 13, 10, 4, 5, 0, 7, 6, 12, 3]","[1, 1, 1, 2, 2, 2, 0, 6, 6, 2, 6, 6, 6, 5, 5, 0, 0, 4, 4, 0, 0, 0, 5, 5, 5, 2, 5, 5, 5, 2, 2, 2, 4, 4, 4, 3, 3, 2, 2, 6, 1, 3, 1, 1, 1, 3, 3, 5, 5, 5, 4, 4, 4, 4, 5, 5]",56,5
20,run_20_algorithm4_combined_overlap_smart_active_need_weighted_fixed,algorithm4_combined_overlap,smart_active_need_weighted,fixed,326.25,245.1136363636364,11,11,True,False,"[1, 13, 4, 10, 0, 9, 6, 7, 5, 3, 12]","[2, 6, 6, 6, 5, 5, 0, 0, 4, 4, 0, 0, 0, 5, 5, 5, 2, 4, 4, 4, 3, 3, 5, 5, 5, 2, 2, 2, 1, 1, 1, 3, 3, 2, 2, 2, 0, 6, 6, 1, 1, 1, 4, 4, 5, 5, 5, 2, 2, 6, 1, 3, 5, 5, 4, 4]",56,5
